KIZ_code	Worksheet_filename	Country	reservecode	reservecode2	Protected_Area_Std_Name	Date_collected	Forest_Compartment	Original_ID_Code	Approx_number_leeches	WWF_SWG_ID	Artiodactyla.Bovidae.Capricornis.milneedwardsii	Artiodactyla.Bovidae.Pseudoryx.UNK	Artiodactyla.Cervidae.Muntiacus.muntjak_vaginalis	Artiodactyla.Cervidae.Muntiacus.truongsonensis	Artiodactyla.Cervidae.Muntiacus.UNK	Artiodactyla.Cervidae.Muntiacus.vuquangensis	Artiodactyla.Cervidae.Rusa.unicolor	Artiodactyla.Suidae.Sus.scrofa	Artiodactyla.Tragulidae.Tragulus.kanchil	Artiodactyla.Tragulidae.Tragulus.UNK
WWF446	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41615	14	NA	50	QN 2004	  472	    0	    0	    0	    0	    0	    0	87530	    0	    0
WWF447	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41616	14	NA	50	QN 2006	  0	  0	  0	  0	  0	  0	  0	422	  0	  0
WWF449	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41617	14	NA	50	QN 2011	     4	     0	    12	 21885	   540	     0	     0	172100	     0	     0
WWF45	WWF_2013Samples_20140919.xlsx	Vietnam	BM	BMNP	BachMaNP	41155	417	Vong - 01	8	BM-1	  0	358	  0	  0	  0	  0	  0	  0	  0	  0
WWF451	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41618	14	NA	50	QN 2016	   123	     0	118188	 13581	   124	     0	     0	 14049	     0	     0
WWF452	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	41618	14	NA	50	QN 2018	   700	     7	866345	  2598	   813	     0	     0	  9389	     0	     0
WWF453	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41618	14	NA	50	QN 2020	1462	   0	   0	 213	   4	   0	   0	5181	   0	   0
WWF454	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41618	14	NA	50	QN 2022	  15	  54	  10	  29	   0	   0	   0	3743	   0	   0
WWF455	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	41619	14	NA	50	QN 2024	   16	    0	   22	  708	   25	    0	    0	31773	    0	    0
WWF456	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	41622	14	NA	50	QN 2027	    62	     0	   409	  1531	    23	     0	     0	172633	     0	     0
WWF457	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41622	14	NA	50	QN 2029	    0	    0	    0	    0	    0	    0	    0	68524	    0	    0
WWF458	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41622	14	NA	50	QN 2031	   4	   0	   6	   7	   0	   0	   0	3555	   0	   0
WWF459	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41623	14	NA	50	QN 2040	  162	    0	    3	 4863	  100	    0	    0	76564	    0	    0
WWF46	WWF_2013Samples_20140919.xlsx	Vietnam	BM	BMNP	BachMaNP	41165	42	Vong - 02	20	BM-2	     0	    19	     0	    39	     0	     0	     0	305664	     0	     0
WWF460	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	41623	14	NA	50	QN 2042	    46	     0	   138	   132	    11	     0	     0	150060	     0	     0
WWF461	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41615	14	NA	50	QN 3000	   4	   0	   0	   0	   0	   0	   0	2061	   0	   0
WWF462	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41615	14	NA	50	QN 3002	     8	     0	     0	     0	     0	     0	     0	109562	     0	     0
WWF463	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41615	14	NA	50	QN 3004	     5	     0	   280	     0	     5	     0	     0	251494	     0	     0
WWF464	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41615	14	NA	50	QN 3006	     0	     0	     0	     0	     0	     0	     0	184740	     0	     0
WWF465	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41616	14	NA	50	QN 3007	   0	   0	   5	 181	   0	   0	   0	5887	   0	   0
WWF467	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41617	14	NA	50	QN 3012	  0	  0	  0	  0	  0	  0	  0	122	  0	  0
WWF468	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41617	14	NA	50	QN 3014	     0	     0	     0	     0	     0	     0	     0	157503	     0	     0
WWF47	WWF_2013Samples_20140919.xlsx	Vietnam	BM	BMNP	BachMaNP	41152	418	Vong - 06	6	BM-6	     0	     0	     0	     0	     0	     0	 29993	667316	     0	     0
WWF48	WWF_2013Samples_20140919.xlsx	Vietnam	BM	BMNP	BachMaNP	24&25/09/2012	419	Dũng - 02	15	BM -12	 0	 0	 0	 0	 0	 0	 0	50	 0	 0
WWF49	WWF_2013Samples_20140919.xlsx	Vietnam	BM	BMNP	BachMaNP	41156	429	Quang - 01	5	BM -15	   6	   0	   0	   0	   0	   0	   0	4994	   0	   0
WWF5	tube_labels	Vietnam	QNSL	QNSL	Quang Nam SNR	NA	NA	TK47_20120901	NA	NA	    0	    0	    0	    0	    0	    0	    0	40829	    0	    0
WWF50	WWF_2013Samples_20140919.xlsx	Vietnam	BM	BMNP	BachMaNP	41521	429	Nguyễn Văn Thiện	3	BM-20	 0	 0	 0	 0	13	 0	 0	 6	 0	 0
WWF51	WWF_2013Samples_20140919.xlsx	Vietnam	BM	BMNP	BachMaNP	41551	429	Nguyễn Văn Thiện	27	BM-26	 729	   0	   0	   0	   0	   0	   0	1716	   0	   0
WWF52	WWF_2013Samples_20140919.xlsx	Vietnam	BM	BMNP	BachMaNP	41551	429	Huỳnh Đức Huy	7	BM-28	337433	     0	     0	     6	  1364	     0	     0	     3	     0	    17
WWF53	WWF_2013Samples_20140919.xlsx	Vietnam	BM	BMNP	BachMaNP	41612	429	Nguyễn Văn Thiện	33	BM-37	0	0	0	0	0	0	0	0	0	0
WWF54	WWF_2013Samples_20140919.xlsx	Vietnam	BM	BMNP	BachMaNP	13/4/2013	429	NA	20	BM-42	0	0	0	0	0	0	0	0	0	0
WWF55	WWF_2013Samples_20140919.xlsx	Vietnam	BM	BMNP	BachMaNP	13/4/2013	429	NA	38	BM-44	  6753	     0	    18	     0	   157	     0	     0	196732	     0	     0
WWF57	WWF_2013Samples_20140919.xlsx	Laos	XS	XS	XeSap	NA	Laos	XS # 17-2	5	XS-1	    20	     0	  8242	 20282	   765	     0	181506	  4706	     0	     0
WWF58	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-1-13-Rivter	NA	XS-18	     0	     0	     0	     0	     0	     0	    60	275851	     0	     0
WWF59	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-2-13-Rivter	NA	XS-19	     0	     0	   226	     9	    16	 20769	     0	331201	     0	     0
WWF6	tube_labels	Vietnam	HSL	HSL	Hue SNR	NA	NA	VINH.BUIHUU_20120909	NA	NA	37233	    0	    0	    0	    0	    0	    3	    3	    0	    0
WWF60	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-3-13-Rivter	NA	XS-20	     3	     0	   259	     6	    18	 20360	    54	379215	     0	     0
WWF61	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-4-13-Rivter	NA	XS-21	     0	     0	     0	     0	     0	     0	  1063	354218	     0	     0
WWF62	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-5-14-A-Start	NA	XS-22	    26	     0	  1778	    70	    11	126816	    83	203141	     0	     0
WWF64	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-7-14-start-E	NA	XS-24	     4	     0	   778	    18	    70	 39559	 10004	498302	     0	     0
WWF65	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-8-14-start-E	NA	XS-25	     0	     0	   121	     4	   106	  7534	 22758	305259	     0	     0
WWF66	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-9-15A-start	185+	XS-26	     0	     0	    25	     0	     3	  2501	   809	171714	     0	     0
WWF67	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-10-15A-start	NA	XS-27	   0	   0	   3	   7	   0	 158	  48	1244	   0	   0
WWF68	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-11-15-start-F	200+	XS-28	    3	    0	  106	50115	  334	 6717	 9235	79822	    0	    0
WWF69	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-12-15-L/R	110+	XS-29	     0	     0	     0	   261	     3	     0	 12674	155935	     0	     0
WWF7	tube_labels	Vietnam	QNSL	QNSL	Quang Nam SNR	NA	NA	TK36_20120929	NA	NA	     5	     4	     8	104120	   127	     0	     0	 84107	     0	     0
WWF70	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-13-15 - s	8+	XS-30	     0	     0	     0	    21	     0	     0	     0	317784	     0	     0
WWF71	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-14-15 -L	90+	XS-31	     3	     0	    21	144379	   747	   552	  2916	 25263	     0	     0
WWF72	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-15-15 - R	140+	XS-32	   155	     0	   617	    29	   156	 47431	 10183	260018	     0	     0
WWF74	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-17-15-x	60+	XS-34	     4	     0	  1513	    20	  1055	109502	104645	     8	     0	     0
WWF75	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-18-15 - - G   100	NA	XS-35	     3	     0	   537	    13	   390	 16337	 40875	178380	 26464	     0
WWF76	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-19-16-Riv-G	NA	XS-36	    17	     0	  2611	    61	     0	207910	    18	     9	     0	     0
WWF77	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-20-16-G-H	NA	XS-37	    12	     0	  1956	    77	    36	137720	     3	128225	     0	     0
WWF8	tube_labels	Vietnam	QNSL	QNSL	Quang Nam SNR	NA	NA	TK37_20121011	NA	NA	    0	    3	    0	    0	    0	    0	    0	17198	    0	    0
WWF80	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-23-16 - A- start	NA	XS-40	    24	     0	  1310	   622	    77	 93021	  1480	114683	     0	     0
WWF81	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-24-16-x-#1	NA	XS-41	     0	     0	     3	     0	     0	    67	     5	231690	     0	     0
WWF82	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-25-16-R	NA	XS-42	     0	     0	     0	  2278	    35	     0	  7552	268437	     0	     0
WWF83	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-26-16 - G	NA	XS-43	     0	     0	    40	     0	     8	  2388	  7451	269633	     0	     0
WWF84	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-27-16 - L	NA	XS-44	    0	    0	  744	  116	  254	70935	 7595	14304	    0	    0
WWF85	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-28-17- GG	NA	XS-45	   130	     0	     3	     0	    10	   313	 26871	151418	     0	     0
WWF86	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-29-17- A - start	NA	XS-46	     0	     0	    42	     0	     6	  3597	  5723	227743	     0	     0
WWF87	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-30-17- G - H	NA	XS-47	    22	     0	  3224	    91	   502	237854	  9752	  4119	     0	     0
WWF88	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-31-17 - H - E	NA	XS-48	   614	     0	     0	     0	     0	     6	  1277	111115	     0	     0
WWF89	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-32-17 - H - E	NA	XS-49	    27	     0	  3376	    81	     0	284600	     0	  1265	     0	     0
WWF9	tube_labels	Vietnam	QNSL	QNSL	Quang Nam SNR	NA	NA	TK45_20121028	NA	NA	  0	  0	  0	  0	  0	  0	  0	198	  0	  0
WWF92	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41061	345	1-Hóa	50	H-1	  108	    0	 1152	    0	   44	    0	81108	82958	    0	    0
WWF93	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41063	345	3-Hóa	60	H-3	     0	     0	  8558	    42	    96	     0	     0	216689	     0	     0
WWF94	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	30/6/2012	350	10-Hóa	15	H-10	  5	  0	 16	  0	  0	  0	  0	285	  0	  0
WWF95	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41095	349	12-Hóa	30	H-12	  3037	     0	 25824	   194	   289	     0	     0	227077	     0	     0
WWF96	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41098	349	15-Hóa	25	H-15	 364	   0	   0	   0	   0	   0	   0	3757	   0	   0
WWF97	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	13/7/2012	353	17-Hóa	25	H-17	     0	     0	  1411	     6	     6	     0	     0	160407	     0	     0
WWF98	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	16/7/2012	353	20-Hoa	30	H-20	  1083	     0	     3	     0	     0	     0	   733	189634	     0	     0
XS10	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41782	NA	NA	50	NA	  53	   0	   0	   0	   0	   0	   0	4757	   0	   0
XS11	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41782	NA	NA	50	NA	2669	   0	   0	   0	   0	   0	   0	 161	   0	   0
XS12	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41783	NA	NA	50	NA	1399	   0	   0	   0	   0	   0	   0	2756	   0	   0
XS13	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41783	NA	NA	50	NA	27212	    0	    0	    0	    8	    0	    0	   59	    0	    0
XS14A	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41784	NA	NA	23	NA	 0	 0	 0	 0	 0	 0	 0	41	 0	 0
XS14B	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41784	NA	NA	33	NA	171739	    48	     0	     0	   398	     0	     0	    80	     0	     0
XS15A	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41785	NA	NA	39	NA	 0	 0	 0	 0	 0	 0	 0	32	 0	 0
XS16A	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41785	NA	NA	50	NA	 5	 0	 0	 0	 0	 0	17	18	 0	 0
XS17A	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41785	NA	NA	39	NA	  0	  0	  0	  0	  0	  0	  0	764	  0	  0
XS17B	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41785	NA	NA	11	NA	    0	    0	    0	    0	    0	    0	    0	56609	    0	    0
XS18A	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41786	NA	NA	48	NA	0	0	0	0	0	0	0	0	0	0
XS19A	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41786	NA	NA	33	NA	348	  0	  0	  0	  0	  0	  0	 36	  0	  0
XS19B	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41786	NA	NA	17	NA	    4	    0	    0	    0	    0	    0	    0	54928	    0	    0
XS2	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41781	NA	NA	50	NA	13835	    0	    0	    0	    0	    0	    0	 3136	    0	    0
XS20A	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41786	NA	NA	36	NA	316	  0	  0	  0	  0	  0	  0	  0	  0	  0
XS20B	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41786	NA	NA	14	NA	 0	 0	 0	 0	 0	 0	 0	30	 0	 0
XS21A	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41788	NA	NA	30	NA	62	 0	 0	 0	 0	 0	 0	 3	 0	 0
XS21B	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41788	NA	NA	20	NA	4361	   0	   0	   0	   0	   0	   0	   0	   0	   0
XS22A	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41789	NA	NA	30	NA	  0	  0	  0	147	  0	  0	  0	  7	  0	  0
XS22B	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41789	NA	NA	20	NA	2126	   0	   0	   0	   0	   0	   0	 227	   0	   0
XS23A	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41789	NA	NA	18	NA	0	0	0	0	0	0	0	7	0	0
XS23B	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41789	NA	NA	32	NA	    0	    0	    0	67371	   76	    0	    0	   24	    0	    0
XS24A	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41790	NA	NA	33	NA	0	0	0	0	0	0	0	0	0	0
XS25A	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41790	NA	NA	23	NA	0	0	0	0	0	0	0	0	0	0
XS26A	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41790	NA	NA	18	NA	0	0	0	0	0	0	0	0	0	0
XS26B	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41790	NA	NA	32	NA	122537	     0	     0	     0	     0	     0	     0	     0	     0	     0
XS27A	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41791	NA	NA	37	NA	 4528	    0	    0	    0	    0	    0	    0	21492	    0	    0
XS27B	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41791	NA	NA	13	NA	   0	   0	   0	   0	   0	   0	   0	1760	   0	   0
XS28A	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41791	NA	NA	5	NA	0	0	0	0	0	0	0	0	0	0
XS29A	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41792	NA	NA	37	NA	  0	  0	  0	  0	  0	  0	  0	171	  0	  0
XS3	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41781	NA	NA	50	NA	5830	   0	   0	   0	   0	   0	   0	   0	   0	   0
XS31A	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41789	NA	NA	41	NA	2183	   0	   0	   0	 268	   0	   0	   0	   0	   0
XS31B	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41789	NA	NA	9	NA	170124	     0	     0	     0	     0	     0	     0	     0	     0	     0
XS32A	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41790	NA	NA	36	NA	 0	 0	 0	38	 0	 0	 0	16	 0	 0
XS32B	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41790	NA	NA	14	NA	0	0	0	0	0	0	0	0	0	0
XS33B	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41790	NA	NA	44	NA	 0	 0	 0	 0	 0	 0	 0	32	 0	 0
XS34A	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41790	NA	NA	16	NA	0	0	0	0	0	0	0	8	0	0
XS34B	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41790	NA	NA	34	NA	0	0	0	0	0	0	0	0	0	0
XS35A	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41791	NA	NA	50	NA	1632	   0	   0	 250	   0	   0	   0	  13	   0	   0
XS36A	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41791	NA	NA	50	NA	25193	    0	    0	    0	    0	    0	    0	  325	    0	    0
XS37A	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41792	NA	NA	50	NA	  95	   0	   0	   0	   0	   0	   0	2925	   0	   0
XS38A	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41793	NA	NA	48	NA	   0	   0	   0	3502	  11	   0	   0	   5	   0	   0
XS39A	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41793	NA	NA	39	NA	1272	   0	 108	4016	  12	   0	   0	 102	   0	   0
XS39B	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41793	NA	NA	11	NA	    11	     0	     0	239986	    15	     0	     0	     0	     0	     0
XS4	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41783	NA	NA	50	NA	718	  0	  0	  0	  0	  0	  0	514	  0	  0
XS40A	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41793	NA	NA	4	NA	785	  0	  0	  0	  0	  0	  0	  0	  0	  0
XS40B	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41793	NA	NA	46	NA	    0	    0	    0	33489	  209	    0	    0	   12	    0	    0
XS41A	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41794	NA	NA	40	NA	1449	   0	   0	   0	   0	   0	   0	 643	   0	   0
XS41B	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41794	NA	NA	10	NA	13314	    0	    0	    0	    0	    0	    0	    0	    0	    0
XS42B	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41793	NA	NA	50	NA	     0	     0	     0	     0	     0	     0	     0	162892	     0	     0
XS43A	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41794	NA	NA	50	NA	1876	   0	   0	   0	  36	   0	   0	   0	   0	   0
XS44A	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	no_date	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0
XS45A	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	no_date	NA	NA	NA	NA	0	0	0	0	0	0	0	6	0	0
XS46A	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	no_date	NA	NA	NA	NA	222	  0	  0	  0	  0	  0	  0	  0	  0	  0
XS5	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41784	NA	NA	50	NA	1236	   0	   0	  25	   0	   0	   0	  81	   0	   0
XS50A	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41793	NA	NA	40	NA	    0	    0	    0	    0	    0	    0	    0	20172	    0	    0
XS51A	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41794	NA	NA	30	NA	  220	    0	    0	    0	    0	    0	    0	69328	    0	    0
XS51B	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41794	NA	NA	20	NA	  389	    0	    0	    0	    0	    0	    0	85527	    0	    0
XS52A	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41795	NA	NA	45	NA	3224	   0	   0	   0	  21	   0	   0	   0	   0	   0
XS52B	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41795	NA	NA	5	NA	1582	   0	   0	   0	   0	   0	   0	   0	   0	   0
XS54A	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41795	NA	NA	13	NA	183	  0	  0	  0	  0	  0	  0	  6	  0	  0
XS54B	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41795	NA	NA	37	NA	39980	    0	    0	    0	    0	    0	    0	  218	    0	    0
XS55	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41795	NA	NA	12	NA	 43446	     0	    11	226027	   516	     0	     0	    12	     0	     0
XS55A	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41795	NA	NA	16	NA	2645	   0	   0	   0	   7	   0	   0	   0	   0	   0
XS55B	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41795	NA	NA	2	NA	0	0	0	0	0	0	0	0	0	0
XS6A	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41784	NA	NA	32	NA	17541	    0	    0	    0	    9	    0	    0	 2139	    0	    0
XS6B	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41784	NA	NA	18	NA	68565	    0	    7	82313	 2943	    0	    0	   21	    0	    0
XS7A	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41785	NA	NA	28	NA	1389	   0	   0	   0	  25	   0	   0	  61	   0	   0
XS7B	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41785	NA	NA	22	NA	149726	     0	     0	     0	   641	     0	     0	  1018	     0	     0
XS8A	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41785	NA	NA	12	NA	0	0	0	0	0	0	0	8	0	0
XS8B	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41785	NA	NA	38	NA	7597	   0	   0	   0	   0	   0	   0	1481	   0	   0
XS9A	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41785	NA	NA	12	NA	16	 0	 0	 0	 0	 0	 0	67	 0	 0
XS9B	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	XS	XS	XeSap	41785	NA	NA	38	NA	 12638	     0	     0	   314	    18	     0	     0	134610	     0	     0
