KIZ_code	Worksheet_filename	Country	reservecode	reservecode2	reservecode3	Protected_Area_Std_Name	Date_collected	Forest_Compartment	Original_ID_Code	Approx_number_leeches	WWF_SWG_ID	Chiroptera.Vespertilionidae.Tylonycteris.UNK	Erinaceomorpha.Erinaceidae.Hylomys.suillus	Lagomorpha.Leporidae.Nesolagus.timminsi	Rodentia.Hystricidae.Hystrix.UNK	Rodentia.Muridae.Mus.musculus	Rodentia.Muridae.Niviventer.UNK	Rodentia.Sciuridae.Callosciurus.erythraeus	Rodentia.Sciuridae.Callosciurus.UNK1	Rodentia.Sciuridae.Callosciurus.UNK2	Rodentia.Sciuridae.Hylopetes.UNK1	Rodentia.Sciuridae.Hylopetes.UNK2	Rodentia.Sciuridae.Petaurista.philippensis	Rodentia.Sciuridae.Ratufa.bicolor	Rodentia.Sciuridae.Tamiops.UNK	Rodentia.Spalacidae.Rhizomys.pruinosus	Scandentia.Tupaiidae.Tupaia.belangeri	Soricomorpha.Talpidae.Euroscaptor.UNK
WWF250	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	19/05/2013	23	A19/05/13 II	86	QN-218	   0	   0	   0	8778	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
WWF252	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	19/05/2013	23	A19/05/13 IV	94	QN-220	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	303	  0	  0
WWF253	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	20/05/2013	23	A20/05/13 I	77	QN-221	    0	    0	 9546	25548	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF254	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	20/05/2013	23	A20/05/13 IV	75	QN-223	    0	    0	    0	92107	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF255	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	21/05/2013	23	A21/05/13 I	83	QN-225	     0	     0	    12	189929	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     4	     0	     0
WWF256	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	21/05/2013	23	A21/05/13 II	98	QN-226	   0	   0	  11	 658	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	7852	   0	   0
WWF257	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	21/05/2013	23	A21/05/13 III	63	QN-227	    0	    0	    0	 3576	    0	68085	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF258	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	25/05/2013	43	A25/05/13 I	8	QN-229	     0	     0	101216	     0	     0	    11	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0
WWF259	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	26/05/2013	43	A26/05/13 I	13	QN-233	     0	     0	217327	     0	     0	     3	   426	     0	     0	     0	     0	     0	     0	     0	     0	 33775	     0
WWF26	tube_labels	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	NA	H33	NA	NA	  0	  0	174	  0	  0	 60	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
WWF260	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	28/05/2013	12	Hùng	65	QN-238	     0	     0	175288	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     4	   559	     0
WWF263	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41551	14	Lâm	60	QN-249	     0	     0	232154	     4	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	  6508	     0	     0
WWF264	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41551	14	Cường	50	QN-251	     0	     0	112241	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	232510	     0	     0
WWF265	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41551	14	Anh	42	QN-253	     0	     0	293903	   388	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0
WWF266	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41582	14	Lâm	41	QN-255	  0	  0	156	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 28	  0	  0
WWF267	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41582	14	Thắng	35	QN-258	    0	    0	 2439	16462	    0	 1908	    0	    0	    0	    0	    0	    0	    0	    0	    0	14826	    0
WWF268	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41582	14	Hùng	20	QN-261	     0	     0	194359	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     3	     0	     0
WWF269	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41612	14	Anh	43	QN-264	     0	     0	364955	235988	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	 13314	     0	     0
WWF270	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41612	14	Lâm	60	QN-267	     0	     0	200524	     0	     0	 19909	     0	     0	     0	     0	     0	     0	     0	     0	 31334	    77	     0
WWF271	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	13/4/2013	14	Hùng	26	QN-269	  0	  0	  0	  0	  0	625	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
WWF273	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	24/4/2013	21	Lê Ka Thắng	24	QN-273	     0	     0	107288	  1034	     0	 14165	     0	     0	     0	     0	     0	     0	     0	     0	204212	   266	     0
WWF274	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	25/4/2013	21	Lê Ka Thắng	42	QN-277	     0	     0	137099	     0	     0	   164	     0	     0	     0	     0	     0	     0	     0	     0	  1811	117257	     0
WWF275	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	25/4/2013	21	Nguyễn Văn Thiện	77	QN-279	     0	     0	182430	    17	     0	     5	     0	     0	     0	     0	     0	     0	     0	     0	     0	     5	     0
WWF276	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	25/4/2013	21	Bloong Đàm	57	QN-280	    0	    0	32824	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	   77	    0
WWF277	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	NA	NA	NA	NA	Q-40	     0	     0	291235	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0
WWF278	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	NA	NA	NA	NA	Q-41	 0	 0	87	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
WWF28	tube_labels	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	NA	H36	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WWF280	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	NA	NA	NA	NA	Q-61	   0	   0	   0	   0	   0	3956	   0	   0	   0	   0	   0	   0	   0	   0	   0	  12	   0
WWF281	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	NA	NA	NA	NA	Q-92	     0	     0	     0	     0	     0	390981	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0
WWF282	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	NA	NA	NA	NA	Q-93	     0	     0	332353	     0	     0	  8946	     0	     0	     0	     0	     0	     0	     0	     0	   111	     0	     0
WWF283	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	NA	NA	NA	NA	Q-94	     0	     0	    85	     0	     0	396829	     0	     0	     0	     0	     0	     0	     0	     0	    23	   112	     0
WWF284	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	NA	NA	NA	NA	Q-96	  0	  0	141	  0	  0	 24	  0	  0	  0	  0	  0	  0	  0	  0	  5	  3	  0
WWF285	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	NA	NA	NA	NA	Q-111	 0	 0	25	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
WWF286	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	NA	NA	NA	NA	Q-211	    0	    0	  137	    0	    0	    4	    0	    0	    0	    0	    0	    0	    0	    0	   12	28988	    0
WWF287	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41544	352	NA	50	H001	     0	     0	     0	    15	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	176450	     0
WWF29	tube_labels	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	NA	H38	NA	NA	    0	    0	    3	    0	    0	35719	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF290	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41544	352	NA	50	H009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WWF291	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41544	352	NA	50	H011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WWF293	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41545	352	NA	50	H014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WWF294	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41545	352	NA	50	H016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WWF295	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41545	352	NA	50	H020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WWF298	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41545	352	NA	50	H029	    0	    0	    0	95803	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF3	tube_labels	Vietnam	HSL	HSL	BMHQNXS	Hue SNR	NA	NA	VINH.BUIHUU_20120823	NA	NA	     0	     0	125348	     0	     0	     4	     0	     0	     0	     0	     0	     0	     0	  4831	     0	     0	     0
WWF30	tube_labels	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	NA	H40	NA	NA	    0	    0	71840	 4151	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF301	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41546	352	NA	50	H060	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	411	  0	  0
WWF303	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	352	NA	50	H055	     0	     0	     0	268840	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0
WWF304	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41546	352	NA	50	H040	 0	 0	40	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
WWF305	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41546	352	NA	50	H042	    0	    0	    0	79220	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF306	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41551	352	NA	50	H103	    0	    0	    0	    0	    0	    0	31242	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF307	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41551	352	NA	50	H105	    0	    0	    0	68622	    0	 1065	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF308	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41551	352	NA	50	H108	   0	   0	   0	  83	   0	1049	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
WWF309	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41551	352	NA	50	H101	    0	    0	10382	    0	    0	 8825	81677	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF31	tube_labels	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	NA	H56	NA	NA	    0	    0	    4	    0	    0	65131	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF310	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41551	352	NA	50	H102	     0	     0	     0	   198	     0	190858	     0	     0	     0	     0	     0	     0	     0	     0	     0	 16730	     0
WWF311	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41552	352	NA	50	H113	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
WWF312	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41552	352	NA	50	H117	 0	 0	 0	41	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
WWF313	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41552	352	NA	50	H142	     0	     0	185390	     0	     0	  2648	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0
WWF314	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41552	352	NA	50	H145	   0	   0	   3	3321	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
WWF315	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41552	352	NA	50	H148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WWF316	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41552	352	NA	50	H110	    0	    0	    0	 2582	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	35939	    0	    0
WWF317	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41552	352	NA	50	H114	    0	    0	    0	24603	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF318	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41552	352	NA	50	H120	  0	  0	  0	266	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
WWF32	tube_labels	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	NA	H59	NA	NA	     0	     0	     0	   173	     0	 27444	     0	     0	     0	     0	     0	     0	     0	     0	253857	     0	     0
WWF320	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41553	352	NA	50	H122	    0	    0	    0	13111	    0	  103	 4586	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF321	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41553	352	NA	50	H125	   0	   0	1363	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
WWF322	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41553	352	NA	50	H127	 0	 0	93	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
WWF323	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	352	NA	50	H150	 0	 0	52	 5	 0	55	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
WWF324	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41553	352	NA	50	H152	     0	     0	     0	196555	     0	  1391	     0	     0	     0	     0	     0	     0	     0	     0	    21	     0	     0
WWF325	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41553	351- 352	NA	50	H155	 0	 0	10	 0	 0	 3	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
WWF326	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41553	352	NA	50	H157	  0	  0	602	  0	  0	 36	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
WWF327	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41555	352	NA	50	H180	     0	     0	     0	     0	     0	459842	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0
WWF329	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41555	352	NA	50	H202	     0	     0	 65430	     0	     0	118604	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0
WWF33	tube_labels	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	NA	H61	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WWF330	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	352	NA	50	H250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WWF332	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	352	NA	50	H256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WWF333	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	352	NA	50	H258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WWF334	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	352	NA	50	H352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WWF335	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	352	NA	50	H356	   0	   0	   0	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	5270	   0
WWF336	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41556	352	NA	50	H300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WWF337	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	352	NA	50	H362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WWF338	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	352	NA	50	H350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WWF34	tube_labels	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	NA	H62	NA	NA	     0	     0	   115	     0	     0	222159	    14	     0	     0	     0	     0	     0	     0	 60337	     0	     0	     0
WWF340	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	352	NA	50	H088	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
WWF341	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	352	NA	50	H360	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
WWF342	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	352	NA	50	H366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WWF343	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BMHQNXS	BachMaExt	41527	410	NA	50	BM70	    0	    0	25517	  635	    0	40049	    0	    0	    0	    0	    0	    0	    0	 1257	    0	    0	    0
WWF344	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BMHQNXS	BachMaExt	NA	NA	NA	50	BM72	    0	    0	 9555	    0	    0	 7065	    0	    0	    0	    0	    0	    0	 4038	    0	    4	69430	    0
WWF345	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BMHQNXS	BachMaExt	NA	NA	NA	50	BM74	    0	    0	    0	    0	    0	11412	    0	    0	    0	    0	    0	    0	    0	    0	   60	    0	    0
WWF346	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BMHQNXS	BachMaExt	41529	410	NA	50	BM76	     0	     0	219967	     0	     0	 20787	     0	     0	     0	     0	     0	     0	     0	     0	 58442	     0	     0
WWF347	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BMHQNXS	BachMaExt	41527	410	NA	50	BM65	   0	   0	 167	3119	   0	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	  30	   0
WWF348	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BMHQNXS	BachMaExt	NA	NA	NA	50	BM78	    0	    0	    0	15754	    0	    3	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF349	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BMHQNXS	BachMaExt	41526	410	NA	50	BM61	    0	    0	    0	81880	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	   70	    0
WWF35	tube_labels	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	NA	H63	NA	NA	     0	     0	205613	     0	     0	  7799	 42652	     0	     0	     0	     0	     0	     0	  1689	     0	     0	     0
WWF350	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BMHQNXS	BachMaExt	41526	410	NA	50	BM63	  0	  0	 76	  0	  0	594	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
WWF351	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BMHQNXS	BachMaExt	41528	410	NA	50	BM66	    0	    0	53733	 9608	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF352	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BMHQNXS	BachMaExt	41529	410	NA	50	BM84	     0	     0	 15480	 17983	     0	292193	  4462	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0
WWF353	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BMHQNXS	BachMaExt	41528	410	NA	50	BM80	     0	     0	199341	 24923	     0	  6926	  7466	     0	     0	     0	     0	     0	     0	     0	 79061	     0	     0
WWF354	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BMHQNXS	BachMaExt	41529	410	NA	50	BM85	     0	     0	     0	     0	     0	268971	     0	     0	     0	     0	     0	     0	     0	     0	     0	   110	     0
WWF355	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamNR	41576	21	NA	50	Q101	    0	    0	49134	    0	    0	    0	    4	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF356	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41576	21	NA	50	Q201	     0	     0	     0	     0	     0	137209	     0	     0	     0	     0	     0	     0	     0	     0	199297	     0	     0
WWF357	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41576	21	NA	50	Q203	     0	     0	     5	     0	     0	283683	     0	     0	     0	     0	     0	     0	     0	     0	     0	  6342	     0
WWF358	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamNR	41576	21	NA	50	Q301	    0	    0	  260	    0	    0	40216	53507	    0	    0	    0	    0	    0	    0	    0	   15	    0	    0
WWF359	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41577	21	NA	50	Q02	    0	    0	    5	    0	    0	13289	49148	    0	    0	    0	    0	    0	    0	    8	    0	    0	    0
WWF36	tube_labels	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	NA	H64	NA	NA	     0	     0	     0	     0	     0	159850	     0	     0	     0	     0	     0	     0	     0	     0	 66894	  1260	     0
WWF360	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41577	21	NA	50	Q103	   0	   0	2434	   0	   0	3510	   5	   0	   0	   0	   0	   0	   0	   6	  43	7237	   0
WWF361	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41577	21	NA	50	Q105	     0	     0	 28673	     0	     0	333329	     0	     0	     0	     0	     0	     0	     0	     7	     0	     0	     0
WWF363	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41577	21	NA	50	Q205	    0	    0	 3552	    0	    0	39467	    0	    0	    0	    0	    0	    0	    0	    0	   21	    0	    0
