KIZ_code	Worksheet_filename	Country	reservecode	reservecode2	reservecode3	Protected_Area_Std_Name	Date_collected	Forest_Compartment	Original_ID_Code	Approx_number_leeches	WWF_SWG_ID	Primates.Cercopithecidae.Macaca.arctoides	Primates.Cercopithecidae.Macaca.assamensis	Primates.Cercopithecidae.Macaca.fascicularis	Primates.Cercopithecidae.Macaca.mulatta	Primates.Cercopithecidae.Macaca.UNK	Primates.Hominidae.Homo.sapiens	Primates.Hylobatidae.Nomascus.siki
WWF164	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41271	346 and 349	A28/12 I	139	H-239	439	  0	  0	  0	  0	357	  0
WWF165	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41271	346 and 349	A28/12 II	131	H-240	 17	  0	  0	  0	  0	112	  0
WWF166	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41271	346 and 349	C28/12 II	65	H-241	  8	  0	  0	  0	154	310	  0
WWF168	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41272	346 and 349	A29/12 I	122	H-244	2039	   0	   0	   0	   0	  87	   0
WWF17	tube_labels	Vietnam	HSL	HSL	BMHQNXS	Hue SNR	NA	NA	VINH.BUIHUU_20120910	NA	NA	273	  0	  0	  0	  0	 18	  0
WWF170	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41272	346 and 349	C29/12 II	57	H-246	1504	  78	   0	   0	 229	   0	   0
WWF172	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41273	346 and 349	C30/12 II	37	H-251	173	  0	  0	  0	  0	209	  0
WWF173	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41274	346 and 349	A31/12 I	104	H-254	1511	   0	   0	   0	   0	   0	   0
WWF175	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41274	346 and 349	C31/12 II	65	H-256	84	 0	 0	 0	 0	 0	 0
WWF176	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41276	348	A02/01/2013 I	108	H-259	76	 0	 0	 0	 0	 0	 0
WWF177	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41276	348	A02/01/2013 II	67	H-261	3	0	0	0	0	0	0
WWF178	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41277	348	A03/01/2013 I	120	H-264	0	0	0	0	0	0	0
WWF179	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41277	348	A03/01/2013 V	60	H-266	18	 0	 0	 0	 0	 0	 0
WWF18	tube_labels	Vietnam	HSL	HSL	BMHQNXS	Hue SNR	NA	NA	VINH.BUIHUU_20120919	NA	NA	   0	   0	   0	   0	   0	2065	   0
WWF180	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41277	348	C03/01/2013 I	77	H-268	0	0	0	0	0	0	0
WWF182	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41278	348	A04/01/2013 V	81	H-272	0	0	0	0	7	3	0
WWF183	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41278	348	A04/01/2013 II	41	H-274	 97	  0	  0	  0	  0	280	  0
WWF185	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41279	348	A05/01/2013 I	110	H-278	1628	   0	   0	   0	 101	  11	   0
WWF186	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41279	348	A05/01/2013 II	57	H-279	  0	  0	  0	  0	255	  0	  0
WWF187	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41279	348	B05/01/2013 II	118	H-281	0	0	0	0	0	0	0
WWF188	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41279	348	C05/01/2013 I	122	H-282	4063	   7	   0	   0	 192	   0	   0
WWF189	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41279	348	C05/01/2013 II	104	H-283	3337	   0	   0	   0	  29	   0	   0
WWF19	tube_labels	Vietnam	BM	BME	BMHQNXS	BachMaExt	NA	NA	TK62_20121021	NA	NA	0	0	0	0	0	0	0
WWF190	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41280	348	A06/01/2013 I	30	H-285	    0	    0	    0	    0	    0	11422	    0
WWF191	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41280	348	A06/01/2013 II	210	H-286	903	  0	  0	  0	  0	 69	  0
WWF192	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41280	348	C06/01/2013 II	30	H-287	698	  0	  0	  0	 39	127	  0
WWF193	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	27/6/2012	47	1 - Tâm	7	QN-1	0	0	0	0	0	0	0
WWF194	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41096	34	3 - Tâm	10	QN-3	14897	  711	    0	    0	  555	    0	    0
WWF195	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	17/7/2012	37	9 - Tâm	30	QN-9	0	0	0	0	0	0	0
WWF196	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	27/7/2012	45	13 - Tâm	5	QN-13	0	0	0	0	0	0	0
WWF197	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41128	26	15 - Tâm	10	QN-15	0	0	0	0	0	0	0
WWF199	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	15/9/2012	37 and 47	25 - Tâm	25	QN-25	0	0	0	0	0	0	0
WWF2	tube_labels	Vietnam	HSL	HSL	BMHQNXS	Hue SNR	NA	NA	VINH.BUIHUU_20120809	NA	NA	     0	     0	     0	     0	     0	165091	     0
WWF20	tube_labels	Vietnam	QNSL	QNSL	BMHQNXS	Quang Nam SNR	NA	NA	TK45_20121029	NA	NA	    7	    0	    0	    0	    0	49324	    0
WWF200	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	26/9/2012	36	28 - Tâm	35	QN-28	0	0	0	0	0	0	0
WWF201	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41192	26	30 - Tâm	15	QN-30	0	0	0	0	0	0	0
WWF203	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41097	25	5 - Thịnh	10	QN-37	1966	   4	   0	   0	  19	   0	   0
WWF204	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	19/7/2012	47	12 - Thịnh	20	QN-44	0	0	0	0	0	0	0
WWF205	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	25/7/2012	14	15 - Thịnh	20	QN-47	63	 0	 0	 0	 0	 0	 0
WWF206	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41123	14	20 - Thịnh	5	QN-52	0	0	0	0	0	0	0
WWF207	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41159	25	24 - Thịnh	30	QN-56	54	 0	 0	 0	 0	 0	 0
WWF208	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	13/10/2012	22	32 - Tâm	30	QN-32	0	0	0	0	0	0	0
WWF209	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	19/9/2012	22	31 - Thịnh	10	QN-63	0	0	0	0	0	0	0
WWF21	tube_labels	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	NA	H34	NA	NA	0	0	0	0	0	0	0
WWF210	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	28/9/2012	45	33 - Thịnh	5	QN-65	0	0	0	0	4	0	0
WWF212	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	24/6/2012	14	1 - Huy	8	QN-71	0	0	0	0	0	0	0
WWF213	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41092	37	5 - Huy	10	QN-75	0	0	0	0	0	0	0
WWF215	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	14/7/2012	37	11 - Huy	25	QN-81	 0	 0	 0	 0	 0	34	 0
WWF216	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	27/7/2012	37	16 - Huy	10	QN-86	0	0	0	0	0	0	0
WWF218	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	25/8/2012	47	27 - Huy	7	QN-97	  0	  0	  0	  0	  0	471	  0
WWF219	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41159	35	31 - Huy	5	QN-101	0	0	0	0	0	0	0
WWF22	tube_labels	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	NA	H37	NA	NA	   0	   0	   0	   0	   0	1447	   0
WWF221	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41092	45	3 - Triều	15	QN-107	 0	 0	 0	 0	 0	67	 0
WWF222	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41099	20	5 - Triều	30	QN-109	1322	   7	   0	   0	 887	   0	   0
WWF223	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	24/7/2012	34	11 - Triều	20	QN-115	   0	   0	   0	   0	   0	3489	   0
WWF224	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41122	47	13 - Triều	10	QN-117	24846	 5929	    0	    0	26969	    3	    0
WWF225	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41132	36	16 - Triều	10	QN-120	0	0	0	0	0	0	0
WWF226	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	22/8/2012	35	19 - Triều	20	QN-123	0	0	0	0	0	0	0
WWF228	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	30/10/2012	45	35 - Triều	25	QN-139	0	0	0	0	0	3	0
WWF23	tube_labels	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	NA	H39	NA	NA	14869	    0	    0	    0	    0	 2757	    0
WWF230	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	19/03/2013	45	33 - Tâm	1	QN-145	0	0	0	0	0	0	0
WWF231	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	24/04/2013	44	38 - Tâm	8	QN-149	29	 0	 0	 0	 0	 0	 0
WWF232	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41279	36	43 - Tâm	40	QN-154	0	0	0	0	0	0	0
WWF233	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	18/05/2013	22	47 - Tâm	5	QN-158	0	0	0	0	0	0	0
WWF234	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41309	34	43 - Triều	20	QN-164	  0	  0	  0	  0	  0	230	  0
WWF236	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	26/2/2013	14	60 -Triều	30	QN-282	0	0	0	0	0	0	0
WWF237	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	23/05/2013	43	56 - Triều	7	QN-175	0	0	0	0	0	7	0
WWF238	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41397	20	43 - Thịnh	17	QN-179	0	0	0	0	0	0	0
WWF239	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	21/03/2013	34	47 - Thịnh	10	QN-183	0	0	0	0	0	0	0
WWF24	tube_labels	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	NA	H26	NA	NA	  0	  0	  0	  0	  0	287	  0
WWF241	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41459	36	49 - Thịnh	22	QN-185	159	 91	  0	  0	  0	  0	  0
WWF242	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	20/04/2013	21	53 - Thịnh	16	QN-189	0	0	0	0	0	0	0
WWF243	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41522	13	56 - Thịnh	25	QN-192	15	 0	 0	 0	 0	 0	 0
WWF244	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41613	13	59 - Thịnh	63	QN-195	477	  0	  0	  0	163	  0	  0
WWF245	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	21/05/2013	44	62 - Thịnh	16	QN-198	  0	  0	  0	  0	  0	107	  0
WWF246	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	24/05/2013	44	66 - Thịnh	23	QN-202	32760	 1669	    0	    0	 7552	    0	    0
WWF247	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	21/03/2013	25	35 - Huy	17	QN-206	7	0	0	0	0	0	0
WWF248	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	25/05/2013	35	41 - Huy	21	QN-212	0	0	0	0	0	0	0
WWF249	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	19/05/2013	23	A19/05/13 I	100	QN-217	0	0	0	0	0	0	0
WWF25	tube_labels	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	NA	H32	NA	NA	6413	   0	   0	   0	2260	   5	   0
WWF250	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	19/05/2013	23	A19/05/13 II	86	QN-218	0	0	0	0	0	0	0
WWF252	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	19/05/2013	23	A19/05/13 IV	94	QN-220	0	0	0	0	0	0	0
WWF253	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	20/05/2013	23	A20/05/13 I	77	QN-221	538	  0	  0	  0	 66	  0	  0
WWF254	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	20/05/2013	23	A20/05/13 IV	75	QN-223	11300	 2568	    0	    0	 3680	  102	    0
WWF255	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	21/05/2013	23	A21/05/13 I	83	QN-225	0	0	0	0	0	0	0
WWF256	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	21/05/2013	23	A21/05/13 II	98	QN-226	0	0	0	0	0	0	0
WWF257	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	21/05/2013	23	A21/05/13 III	63	QN-227	 0	 0	 0	 0	 0	63	 0
WWF258	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	25/05/2013	43	A25/05/13 I	8	QN-229	0	0	0	0	0	9	0
WWF259	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	26/05/2013	43	A26/05/13 I	13	QN-233	0	0	0	0	0	8	0
WWF26	tube_labels	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	NA	H33	NA	NA	0	0	0	0	0	0	0
WWF260	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	28/05/2013	12	Hùng	65	QN-238	0	0	0	0	0	0	0
WWF263	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41551	14	Lâm	60	QN-249	0	0	0	0	0	0	0
WWF264	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41551	14	Cường	50	QN-251	0	0	0	0	0	0	0
WWF265	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41551	14	Anh	42	QN-253	0	0	0	0	0	0	0
WWF266	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41582	14	Lâm	41	QN-255	0	0	0	0	0	0	0
WWF267	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41582	14	Thắng	35	QN-258	0	0	0	0	0	0	0
WWF268	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41582	14	Hùng	20	QN-261	0	0	0	0	0	0	0
WWF269	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41612	14	Anh	43	QN-264	2272	 156	   0	   0	 492	   0	   0
WWF270	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41612	14	Lâm	60	QN-267	0	0	0	0	0	0	0
WWF271	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	13/4/2013	14	Hùng	26	QN-269	0	0	0	0	0	0	0
WWF273	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	24/4/2013	21	Lê Ka Thắng	24	QN-273	1290	 389	   0	   0	   3	   0	   0
WWF274	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	25/4/2013	21	Lê Ka Thắng	42	QN-277	12	 0	 0	 0	 0	 0	 0
WWF275	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	25/4/2013	21	Nguyễn Văn Thiện	77	QN-279	0	0	0	0	0	0	0
WWF276	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	25/4/2013	21	Bloong Đàm	57	QN-280	0	0	0	0	0	0	0
WWF277	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	NA	NA	NA	NA	Q-40	0	0	0	0	0	0	0
WWF278	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	NA	NA	NA	NA	Q-41	 0	 0	 0	 0	 0	13	 0
WWF28	tube_labels	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	NA	H36	NA	NA	0	0	0	0	0	0	0
WWF280	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	NA	NA	NA	NA	Q-61	0	0	0	0	0	0	0
WWF281	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	NA	NA	NA	NA	Q-92	0	0	0	0	0	0	0
WWF282	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	NA	NA	NA	NA	Q-93	0	0	0	0	0	0	0
WWF283	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	NA	NA	NA	NA	Q-94	0	0	0	0	0	0	0
WWF284	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	NA	NA	NA	NA	Q-96	0	0	0	0	0	0	0
WWF285	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	NA	NA	NA	NA	Q-111	0	0	0	0	0	0	0
WWF286	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	NA	NA	NA	NA	Q-211	0	0	0	0	0	0	0
WWF287	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41544	352	NA	50	H001	0	0	0	0	0	0	0
WWF29	tube_labels	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	NA	H38	NA	NA	0	0	0	0	0	0	0
WWF290	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41544	352	NA	50	H009	0	0	0	0	0	0	0
WWF291	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41544	352	NA	50	H011	0	0	0	0	0	0	0
WWF293	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41545	352	NA	50	H014	   0	   0	   0	   0	   0	1378	   0
WWF294	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41545	352	NA	50	H016	0	0	0	0	0	0	0
WWF295	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41545	352	NA	50	H020	20	 0	 0	 0	 0	 0	 0
WWF298	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41545	352	NA	50	H029	0	0	0	0	0	0	0
WWF3	tube_labels	Vietnam	HSL	HSL	BMHQNXS	Hue SNR	NA	NA	VINH.BUIHUU_20120823	NA	NA	516	  0	  0	  0	  4	 15	  0
WWF30	tube_labels	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	NA	H40	NA	NA	0	0	0	0	0	0	0
WWF301	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41546	352	NA	50	H060	0	0	0	0	0	0	0
WWF303	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	352	NA	50	H055	0	0	0	0	0	0	0
WWF304	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41546	352	NA	50	H040	0	0	0	0	0	0	0
WWF305	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41546	352	NA	50	H042	0	0	0	0	0	0	0
WWF306	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41551	352	NA	50	H103	0	0	0	0	0	0	0
WWF307	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41551	352	NA	50	H105	0	0	0	0	0	4	0
